OBJECTID,FACILITYID,INSTALLDATE,MATERIAL,DIAMETER,WATERTYPE,TRANSMISS,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,LASTUPDATE,LASTEDITOR,Shape_Length,GlobalID,geometry,ResourceID
359,WM-359,19710101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,320.278390541503,{E8F55442-2B16-4870-A621-FC8A86F52303},"LINESTRING (-88.17334358178405 41.790632071692315,-88.17336407491027 41.79063553871049,-88.17340049858119 41.790641703778,-88.17362684281507 41.79068060905176,-88.1736433193397 41.79068340326841,-88.1736697111279 41.79068787783244,-88.17393611372572 41.79073305155722,-88.17394940606714 41.790734730265804,-88.17395949800225 41.79073600387221,-88.17408403861504 41.79075171501478,-88.1741961227598 41.790758579822985,-88.1742430455184 41.79075711869816,-88.1743508346664 41.79075376100521,-88.17437363452883 41.79075125173442,-88.17449868835408 41.79073749160319)",d4cf123d-9b2c-43d9-bcbd-e17766d66fb9
360,WM-360,19710101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,381.95962541149464,{1687ED87-6D82-4DEB-A386-060FDDB5B2BD},"LINESTRING (-88.17449868835408 41.79073749160319,-88.17453651641775 41.79073332840412,-88.17456164245951 41.79073056390754,-88.17470963478571 41.79070388804669,-88.17474689987777 41.790694800824014,-88.17484143008393 41.79067175056683,-88.17484648246075 41.790670519539766,-88.17494745536602 41.79063710141595,-88.17507762227572 41.79058358863665,-88.17511379884444 41.79056504779945,-88.17513984470635 41.79055169979238,-88.17522129246504 41.790509958607906,-88.17533131746667 41.7904429952265,-88.17541892103539 41.790374327149266,-88.17543590408141 41.790358971415536,-88.17552453050035 41.790278833155064,-88.17562438988017 41.79017265287965)",b8185110-839a-4c9d-8448-a94719540dfa
361,WM-361,19670101,Cast Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,3.2149197067375685,{09E0B2E8-C647-4D1B-A7DF-AC1941E96980},"LINESTRING (-88.17586258091389 41.78929063774196,-88.17586370681408 41.789281855355675)",349e1e8e-e984-469f-b158-b54351093a2d
362,WM-362,19670101,Cast Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20170203215141,Esri,120.39978941544493,{5E93982E-A31F-4409-999D-36CD98E1EB49},"LINESTRING (-88.17418182013937 41.78409619315575,-88.17408081981847 41.784171419847,-88.17386889615345 41.78432925836646)",3b31ca1e-7b4f-4296-82d8-d281f4821f96
363,WM-363,19660101,Cast Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,166.2847842816552,{2AF3E241-BE2F-4AE4-B59F-843FD2262BA0},"LINESTRING (-88.17155652463627 41.78551544569039,-88.1715000039495 41.78553103599314,-88.17131187635393 41.78558292072178,-88.17121878693403 41.78560859648746,-88.17100949558774 41.785666318515354,-88.17098441622886 41.78567323747626)",f73c7ce8-0118-47c9-a9fa-a2620a4a82f5
364,WM-364,19620101,Cast Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,24.072772651678687,{1D2ADEFE-2785-4E34-886F-749ECF2D48CE},"LINESTRING (-88.16796183991856 41.78707181767305,-88.16796136487051 41.78700575562163)",9a23ea35-4e04-455d-b211-5d8d55366b03
365,WM-365,19680101,Cast Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,185.42576489077535,{5A339A2B-F84C-4D18-8B01-C11BBD58DA11},"LINESTRING (-88.16736245724313 41.78433512864666,-88.16799431764586 41.784147267017175)",19e082d4-db1c-4df7-808a-43e646cedb7c
366,WM-366,19680101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,57.932909387839004,{FE0CA046-DD74-4FD3-A0FF-4DA7C9FBED06},"LINESTRING (-88.16901401933066 41.78456568157715,-88.16914936565843 41.7846882163339)",2117d07d-6bb3-46aa-a4bf-8df92587ee43
367,WM-367,19680101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,255.4669143935356,{9386BCA1-BBC4-43B3-8AE8-3C51B96D12C2},"LINESTRING (-88.17133602933457 41.78473394724557,-88.17158473710982 41.78465151024105,-88.17200587332547 41.78451190694234,-88.17215744502259 41.78440959450398)",476b8ad4-3abc-4383-a7bb-11b1a0dd6398
368,WM-368,19620101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,16.555495134083078,{23C03C9C-0603-405B-87C8-993FFBBBAB18},"LINESTRING (-88.16897298043543 41.785476483515275,-88.16901858540821 41.7854798863937,-88.16903338535032 41.785480988895436)",f6505831-f295-4ac8-9af0-46ace6fbd11f
369,WM-369,19690101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,83.7483479314077,{B06F8955-ECA1-40A0-98A0-2AD96408D2D3},"LINESTRING (-88.17210777615038 41.78806451742034,-88.1721219816268 41.78806162288328,-88.17223927846615 41.788037722545006,-88.17230827043973 41.78802749751685,-88.17235389694157 41.78802597322038,-88.1724084840297 41.78802958631794)",110f2921-9a80-4b4c-bb86-4c44181df2bd
370,WM-370,19670101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,78.9469435848751,{08967B09-BE44-4F9A-9F7E-5AA030BE70B7},"LINESTRING (-88.1729453684589 41.78755944417594,-88.1728607966488 41.78751228035897,-88.17271324409388 41.78742998905362)",6b9544f2-0a5f-4f62-af76-13f27ea6d566
371,WM-371,19750101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,3.9702174679581264,{023CF25C-B6C9-43CE-B778-E3B2BE28CA44},"LINESTRING (-88.16864667834655 41.79225673016359,-88.16864006922738 41.79224702199744)",bff05702-2462-4d7a-8536-ca93bb98b3f9
372,WM-372,19740101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,166.61153993465894,{BC64E596-DED3-44DE-BA6B-73E3A7BE3E02},"LINESTRING (-88.16781519214953 41.79126518093586,-88.16800968014317 41.791129699979685,-88.16807181556403 41.79108641536643,-88.16826240230904 41.79095365105882)",6222f6f8-c23e-4383-bea2-466995d5e586
373,WM-373,19780101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,89.71505467260174,{02005D70-1846-434D-A782-C7723E09016A},"LINESTRING (-88.17584807436371 41.79466302996336,-88.17583801914864 41.79465681089121,-88.17577038110532 41.794628345069896,-88.17568646714216 41.79461201624971,-88.175597098233 41.79460986596557,-88.17553656962895 41.79462071322395)",e5c94e2d-afcd-4b0b-ae7e-db68eaed3c9b
374,WM-374,19770101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,47.67056085011874,{A2E89E50-B921-4335-B9E1-1A6C705C3CFF},"LINESTRING (-88.17486685272895 41.794816827263155,-88.17491075539823 41.794921670914555,-88.1749191307214 41.794941663272695)",c7876819-1454-4908-b6e9-f8d30876e1f4
375,WM-375,19760101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,442.8528425284219,{85EF2081-92FF-48DF-A733-52C68FA992D8},"LINESTRING (-88.17450769466735 41.791774149633014,-88.17436725495558 41.79177953763032,-88.17427039823252 41.79178325081117,-88.17425109618878 41.79178399209295,-88.17424684294019 41.79180940430533,-88.17424503685844 41.79182019803756,-88.17422488198227 41.7919497915499,-88.17418569917625 41.79220173310796,-88.17417317900377 41.79228221526692,-88.1741538971668 41.79234864421933,-88.17402529501015 41.79279175071997)",640ab963-e4e0-4c40-95cb-41a51d46184e
376,WM-376,19900101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,127.32651494082216,{168B206E-1FAE-4EC5-BCF5-02A87E44983B},"LINESTRING (-88.18368283679624 41.78638732106329,-88.18345908609331 41.786080640598804)",ba02b87e-a01d-4abe-98cc-86194ed6ed36
377,WM-377,19780101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,16.771802103679633,{5E9943B1-67DE-4ADF-987B-659D152DCCB7},"LINESTRING (-88.17531122870368 41.796454208833985,-88.17525642368486 41.796475102834705)",b82d9f75-4f58-47ed-9328-88371d3b0e95
378,WM-378,19660101,Cast Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,6.211080976788498,{DF19A371-C7C3-4EAD-8C73-0108157F154D},"LINESTRING (-88.16798413936502 41.787005675856925,-88.16796136487051 41.78700575562163)",488a1ab3-1bf1-4b1a-a00d-c82051f48092
379,WM-379,19780101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,88.83343511862134,{273CFE92-E407-478A-B7DF-9B5F5C4AA3AA},"LINESTRING (-88.18296392978024 41.78590959910353,-88.18323925636847 41.78577933276594)",8a76110c-baac-4199-aa53-d38edea9449a
380,WM-380,19300101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,391.1639956477846,{8C69F6DF-679C-4107-83F7-3DF06BFEB8F9},"LINESTRING (-88.14071092267851 41.77130003353892,-88.14068851581851 41.77122089355395,-88.14067078392452 41.77115825247815,-88.14057644191375 41.77082503771814,-88.14055700955521 41.77075638653573,-88.14053476254854 41.770677809509465,-88.14051016749883 41.77059093527956,-88.14047031640771 41.77045017832888,-88.14046377195818 41.77042706578936,-88.14043931634176 41.77034068337368,-88.1404280019686 41.770300717902614,-88.14041361238576 41.770249885268235)",3cb16622-4e15-4cc9-b512-f4979ca43955
381,WM-381,000000,Unknown,4",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,41.01613017057002,{5A059735-CFE6-4FC5-9680-F9D2CAA2122E},"LINESTRING (-88.15776660912891 41.770722802620455,-88.15783003926643 41.770620747762926)",937b2ff3-1262-45a9-b359-760a57a5cc4e
382,WM-382,19970101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,182.76246978907355,{27113E7A-7E7C-46EA-AE9F-37A0E14B45E0},"LINESTRING (-88.1545795371343 41.789876337922514,-88.15457835231305 41.7893747833383)",a18044d6-ec71-459c-972a-f2a594f2ffe8
383,WM-383,000000,Unknown,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,288.0452331177661,{03DEF642-BFA5-48F4-A9B5-5822FD93F3F7},"LINESTRING (-88.16445921346602 41.79000817304582,-88.16481030846691 41.789775222131205,-88.1648368777355 41.7897574861628,-88.1650449890748 41.78961857548294,-88.16524840782658 41.78948279171593)",655f90e3-0ca1-4e67-a0db-794b3cb52b48
384,WM-384,19970101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,200.80765133044534,{49EA364F-7DD0-48D5-A432-F3014BA630BF},"LINESTRING (-88.1683629592437 41.795396964242,-88.16837131995025 41.795363235227256,-88.16842658030214 41.79534967499837,-88.16851630915912 41.795364733547196,-88.16880549413892 41.79540841130391,-88.16904294184948 41.79545491351721)",8de6ebd1-032f-4d5d-8f1e-ac8201f017b3
385,WM-385,19970101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,293.18812638530363,{0F43E079-17BC-4D66-AF3A-7DBB41A92AB6},"LINESTRING (-88.16819469471743 41.79705088488849,-88.16815875183663 41.79697762129985,-88.1681420655749 41.79694070503433,-88.1681293023323 41.79691247028192,-88.16810359065245 41.79683208512898,-88.16808813239372 41.796761182909954,-88.16808046485623 41.79671791945923,-88.1680785992558 41.79670739786302,-88.16807596880848 41.79667658644124,-88.16807189241747 41.7966287993414,-88.1680746679153 41.7965605253888,-88.16807658719237 41.79654827694303,-88.16808329537919 41.79650550595847,-88.16810565300634 41.7964090482701,-88.16814798367136 41.796263798140835)",e7c9069d-d166-4535-90c2-7f748dff8469
386,WM-386,19970101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,290.86378605315355,{FC3E54FD-B4B2-4254-9C95-DCEE1549F333},"LINESTRING (-88.16719991106127 41.79524376469563,-88.1670918949203 41.795247170267174,-88.16693310305868 41.795256443683215,-88.16691860386862 41.79525729242947,-88.1667660993308 41.79527090005545,-88.16665618442634 41.795287344190314,-88.16662897379999 41.795291415755656,-88.16636958261219 41.79533021916111,-88.16634541354898 41.79533383409496,-88.1661471861878 41.795363489086014)",5f7ca203-518a-4aed-bb35-ad90dd9bf1e1
387,WM-387,19670101,Cast Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20160204212529,Esri,2.1131806691868906,{EB3F0E2C-C8A8-42AF-A7FF-CD8D69D4BAF9},"LINESTRING (-88.15723803107171 41.79655746909342,-88.15723782269164 41.79656326619552)",380ae292-3c99-402d-8f98-2054acf8be89
388,WM-388,19830101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,127.48276670484589,{CB134F64-5FC8-4049-999E-7B4A530F6CAC},"LINESTRING (-88.12793920030617 41.796228740845,-88.12755336233356 41.79603117665072)",c3ce8bf0-604d-479d-bc7f-cb68471b4d67
389,WM-389,19850101,Ductile Iron,16",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,20.589297675462962,{7B8BBFE2-7089-4D07-AC48-2CAA1E0D3D22},"LINESTRING (-88.12288995123048 41.78837648117272,-88.12289689592748 41.78834204155624,-88.12291749487407 41.78832680735202)",77dd183d-ac41-484b-9b38-37a945797f6b
390,WM-390,19540101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,12.864920956400228,{DBBF256A-F90D-43B9-AC0E-5615F204DF1F},"LINESTRING (-88.15895855778169 41.776737220749474,-88.15895265566384 41.776772248542905)",c21b9081-0ff7-48f2-924e-dc588314c8d6
391,WM-391,20010101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,10.040340725349727,{CB4F004F-EEAD-4BE7-A7B6-749508112D58},"LINESTRING (-88.14876449831334 41.76595444019626,-88.1487277007267 41.76595393449675)",d26d51c0-060c-40d5-81ed-ab49136b687b
392,WM-392,19810101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,184.48818627530287,{153C41BC-9C6A-495F-961B-A207F0F4524B},"LINESTRING (-88.12152421685198 41.79580485976852,-88.12147710795762 41.79580911984335,-88.12142024063044 41.795809920720956,-88.12137339653736 41.7958112253584,-88.12099265453828 41.795828878793486,-88.12084877760378 41.79583052873548)",8feae155-1a0a-4d7d-b05b-97b42ffe9c3a
393,WM-393,19690101,Cast Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20170105151638,Esri,4.3473263889312115,{4D190843-DFAF-4E5E-B99E-0BC15F168F05},"LINESTRING (-88.12788009209712 41.7927025147443,-88.12786829392601 41.79271053836941)",f0360522-e8a1-4c36-8fae-ee16faba866b
394,WM-394,19890101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,5.5890729242469535,{2ADD7C7C-8E0D-4566-90B9-98E1A0FF4C7A},"LINESTRING (-88.14673358096731 41.77068656240048,-88.14675402865683 41.77068559170182)",466bb168-c042-4272-b28f-e78acfde8e85
395,WM-395,19760101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,364.59282201836896,{C586D861-8553-44F2-8D79-D915B13CD7CA},"LINESTRING (-88.14086315283829 41.77593910830766,-88.14086257641358 41.77595046633027,-88.14085557222005 41.77608853166811,-88.14085233862578 41.776152238684276,-88.14084789328757 41.77623984832417,-88.14084039829407 41.77638756292905,-88.14083401311592 41.77651327180182,-88.14082853221493 41.77662135576888,-88.1408178098525 41.77683265223012,-88.14081241845908 41.77693894191583)",99001ac8-5778-4011-871a-167d7269ea1c
396,WM-396,20000101,Ductile Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,53.567854438850574,{3C230D30-6F64-44F7-974E-148CF80A114B},"LINESTRING (-88.12898624032641 41.7745425212408,-88.12899913674609 41.77457618987387,-88.12907170207619 41.77455905983503,-88.12908690942204 41.774555470109334,-88.1291023959069 41.774596969297605)",9d0e0fb5-c205-450a-b325-fb9bdffbe3bf
397,WM-397,20000101,Ductile Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,3.136472499064523,{A933B831-71B2-4C6D-943A-97F6B30931C8},"LINESTRING (-88.12904794978019 41.77452903368749,-88.12905914906166 41.77452708270379)",9e4fccfd-c016-450a-9c5c-b41db5a9a9f0
398,WM-398,19830101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,182.86518798727926,{D51E8B7A-6036-4133-9E81-0AEFE00C780E},"LINESTRING (-88.18152423135 41.76936903858054,-88.181677397087 41.76939148887512,-88.18218650302776 41.76933705922034)",d0fb16fc-6425-4ebc-a3a0-6923edeba26d
399,WM-399,19670101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,45.00617588031181,{7F410A9A-6227-4446-9580-4DE2FAA63643},"LINESTRING (-88.17222711762658 41.76880988266515,-88.17227078350898 41.76877368618834,-88.17233769710576 41.76871822114879)",5867c017-53c2-4fb9-8613-1ef69bb06d4d
400,WM-400,19850101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20160204212651,Esri,219.72993401634182,{9F0F831F-DE67-4D05-A6B3-A4CEDB288D64},"LINESTRING (-88.12747575638286 41.78451518813765,-88.1273908280667 41.7845764397335,-88.1273655336735 41.78459509131088,-88.1273043127463 41.78464299065303,-88.12724311223315 41.784690872891815,-88.1271696876446 41.78474832292005,-88.12710951323253 41.784795402904614,-88.1270464973941 41.78484470705205,-88.12698676057934 41.784891444719186,-88.12695260419059 41.784918170941815,-88.12691586733847 41.78494866323461)",b78d99c3-fbfb-4cb9-9d22-8205914bb22e
401,WM-401,19690101,Cast Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20170402131054,Esri,245.54035463979235,{8F74E4C4-5B25-4EA3-8F88-362AE4762ABB},"LINESTRING (-88.12900874350403 41.791676106438274,-88.12921589834373 41.79155481248453,-88.12948872392512 41.79140073099746,-88.1297177299247 41.791263111737386,-88.12971919929295 41.7912622283862)",60b26184-03e4-463c-8064-40591719c1e9
402,WM-402,19890101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20170203223940,Esri,588.189419030012,{AFFC6207-F77D-4761-98CD-EB38E7984E9C},"LINESTRING (-88.13908545873167 41.7901045215787,-88.13908527707396 41.79010451947083,-88.13906055026865 41.79010493054135,-88.13821278957992 41.790119010647565,-88.13717853663864 41.79013617949875,-88.13692911835531 41.790140317298466)",b41cb5f9-f104-4d5b-bc2b-74e2a43e0e78
403,WM-403,19630101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,416.33978508438804,{0432EC48-BE21-4855-8EBD-A02876DB0057},"LINESTRING (-88.14263695273291 41.79074844161429,-88.14271140956473 41.79088682377194,-88.14276610643572 41.79098848427839,-88.14285071137837 41.7911457385399,-88.14285842199008 41.79116118531778,-88.14291206029768 41.79126863962061,-88.142927585508 41.79131238779736,-88.14292918909372 41.791316907567655,-88.14294503266815 41.79138439969651,-88.14295784178154 41.79143897471308,-88.14296088211724 41.791456423350375,-88.14296804636908 41.791497561023185,-88.14297594923073 41.79156801207984,-88.14295484803887 41.79169731400517,-88.1429488246881 41.79177111473569,-88.14294105210814 41.79184610104276)",13084b92-b9d5-4776-92a1-dc970e2aa81e
404,WM-404,19810101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,314.6575229090622,{1F46E493-BCC3-45F7-A151-E570967F06D7},"LINESTRING (-88.14296580151327 41.787506728060954,-88.14327735964514 41.78750470487837,-88.14376854722946 41.7875015151994,-88.14405803509231 41.78748583460678,-88.14411872725944 41.78748352161244)",bc51bf98-5f87-4234-9187-e95d69b0d2b1
405,WM-405,19780101,Ductile Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,236.14873334989613,{16EF1CA7-AF63-47D3-B5F4-339CAA09B5D1},"LINESTRING (-88.17537384627332 41.77348055645126,-88.17538184873351 41.773570567864205,-88.17539516616439 41.77372042568878,-88.1754109203779 41.7738977794782,-88.17541368500497 41.7739288926619,-88.17541958685976 41.773998092861355,-88.17543230360108 41.77412713972803)",1dd843a3-c88a-4aeb-8021-66d11a80741c
406,WM-406,20010101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20170203152823,Esri,158.43392169524873,{461A0491-B79E-4021-BA1B-DE9BDB3F9793},"LINESTRING (-88.14896314854568 41.77833144634293,-88.14953060573298 41.77834525328373,-88.14954362209932 41.77834641666805)",1b25a158-b27e-4aac-a6e2-f411b1e1bb40
407,WM-407,000000,Unknown,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,129.76589809636408,{BBDBE1A3-A4D0-493F-BAF0-96C3CCCD55E5},"LINESTRING (-88.14813806361721 41.778301229351406,-88.14831141405448 41.77830621665274,-88.14839767156043 41.77830757012311,-88.1486133338015 41.77831667670509)",4e337157-5d63-4b99-80f1-905ad39763be
408,WM-408,20010101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,86.95908816697505,{97CF1EC8-DE13-40AF-97F6-86E7F8F12AE1},"LINESTRING (-88.15149456625267 41.778918392216646,-88.15181314514209 41.778927685348116)",a68439df-1c58-477e-9417-11ca2b0f4839
409,WM-409,19760101,Unknown,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,87.96890300207644,{A0DBD074-9F9B-46CC-A29A-C595F587CD2E},"LINESTRING (-88.14218869460903 41.777555913555716,-88.14218734964788 41.777580686618776,-88.14217559387905 41.77779712793111)",0afee492-762a-4470-9143-858a25280e5d
410,WM-410,19760101,Unknown,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,219.7514326288837,{72BEEB17-B7E3-44BA-BA16-DFBA3CB0BFDF},"LINESTRING (-88.143578083568 41.77776462503746,-88.1435769425586 41.777788534104104,-88.14357079572207 41.777917168774806,-88.14356836134294 41.77796811091584,-88.14356094544596 41.77812327269225,-88.14355978903363 41.7781475058626,-88.14355525596066 41.77824241017712,-88.14354928966259 41.77836730502542)",1fd98d80-30ab-4eea-95e0-894e3015fc0d
411,WM-411,19760101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,97.77630404043038,{8FE5C454-6464-48FC-B561-76FC242A8240},"LINESTRING (-88.14515211112737 41.77532105027916,-88.14513915853853 41.775589203317736)",ed3012aa-99ea-4b64-9101-ad6108fff3ff
412,WM-412,19760101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,70.95875648275215,{D106EA38-6159-4AE5-AE0B-09EEFE576D4B},"LINESTRING (-88.14243486895158 41.772818560750785,-88.14242494297362 41.77301315167076)",05941075-25db-4d4c-a90d-4295ad1bd37d
413,WM-413,20000101,Ductile Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,4.908943933137428,{A424E58F-CC5B-480A-9984-0E900825F722},"LINESTRING (-88.12898624032641 41.7745425212408,-88.1290035158444 41.77453874612822)",c7eb3466-2ec4-40af-a994-80e54a4bf5b0
414,WM-414,19740101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,47.30655894614776,{85B9E35D-EECC-4BB6-B7E8-6F1919F2A520},"LINESTRING (-88.14606828462261 41.79644731321374,-88.1459740114885 41.79651941163107,-88.14594695274967 41.79654010640115)",ac962d1f-2cee-406c-88cf-f8c6cacfad7a
415,WM-415,19880101,Ductile Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,10.615487332014025,{C6B45BBB-23DD-4ED7-898A-26D61130EEE6},"LINESTRING (-88.14694403847756 41.79394829441089,-88.14690511305173 41.793947901718056)",e04d81ee-206f-4964-abf2-19601b804f22
416,WM-416,19900101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,6.252277298537208,{558804A2-C07D-4C23-8F6F-5F5EB2BFA8AB},"LINESTRING (-88.17813035989384 41.766025008216644,-88.17810775101034 41.76602781832667)",58f70a7e-1af7-40c4-a0c9-b9b3f14980ac
417,WM-417,20010101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,30.49464893919687,{84E68A79-FF53-42C5-8D4C-6C74ADD18825},"LINESTRING (-88.14887367253516 41.7661332380933,-88.1488830753881 41.766049847851114)",46093aa6-73fa-4543-bd16-b4addc665899
418,WM-418,20010101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,259.87770868906915,{8BA7442C-20B8-43F0-AD41-5080EE77BC97},"LINESTRING (-88.14879354718221 41.76684389644519,-88.14880039713124 41.76678314000136,-88.14881563324244 41.76664802595993,-88.14884611040283 41.76637768532364,-88.14887367253516 41.7661332380933)",02cabf5b-d57d-46a1-8d51-45c587c86faf
419,WM-419,19740101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20160203120700,Esri,91.38956256783734,{F8AD914D-1645-4A94-B443-58CB07F3529A},"LINESTRING (-88.1483038345558 41.774046580212016,-88.14834306282069 41.77404790119022,-88.14840776095846 41.77405007978369,-88.14863853525634 41.77405784659074)",06766ff6-12cb-4739-8e2f-b94c2e64d106
421,WM-421,20010101,Unknown,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,1.5515203754024733,{071C058B-27D9-4080-BDF5-BA613310848B},"LINESTRING (-88.1564435477534 41.772138866208095,-88.15644922304509 41.772138584128065)",5325e8ca-c134-486a-84a8-649191cbb99d
422,WM-422,19590101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,475.7540759555821,{356608D2-CBE7-42B9-847E-8D617F864B0A},"LINESTRING (-88.14706233034785 41.76555881968101,-88.14710506204915 41.76546927018453,-88.14717577104845 41.76532110629883,-88.14719301790488 41.76526902019218,-88.1472005789193 41.76522983503364,-88.14720356739937 41.76519405125037,-88.14720367307581 41.76518661440325,-88.14720569681194 41.76504564206501,-88.14720678962237 41.76496961787782,-88.14720882698981 41.76482766865972,-88.14720736996601 41.76475841108743,-88.1472119809878 41.7646076865692,-88.14721320176943 41.76452274626372,-88.14721515649221 41.764386496214435,-88.14721646989997 41.7642948852473,-88.14721682785877 41.76427006004769)",5214d836-6253-4ca4-ad88-3de6b0067821
423,WM-423,000000,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20170203223939,Esri,138.84130112429293,{554F7BF9-6054-44B3-92C5-C0E1DD376928},"LINESTRING (-88.16277743070727 41.76875438460556,-88.1627899657161 41.768752290956606,-88.16313544100427 41.76869457574656,-88.16327417046274 41.76867139959304)",342943dc-8d40-4d13-bb47-62b5bf0850e0
424,WM-424,20010101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,11.621630285878606,{C74378B1-06A9-480E-86E0-AB5A7277CCF4},"LINESTRING (-88.14871414840579 41.76603362926339,-88.14870901744061 41.766065290467125)",7bb8f425-1f92-4cb9-bc22-6aac8d5145c3
425,WM-425,19800101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,24.709642568630038,{0DD2DE72-178D-46CA-AAF9-D6A7CD38316F},"LINESTRING (-88.15317728108589 41.78670881030677,-88.15308960186107 41.78669171806214)",b4bb4788-4c68-47ec-ae75-f842c72b140c
