OBJECTID,FACILITYID,INSTALLDATE,LOCDESC,ROTATION,MANUFACTURER,OPERABLE,LASTSERVICE,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,LASTUPDATE,LASTEDITOR,FLOW,GlobalID,geometry,ResourceID
2114,HYD-262,19800101,,91.1218,Waterous,True,20070515,True,True,Our Agency,Our Agency,20150506135220,Esri,500,{E3202DCD-6BB0-48D1-A964-060DA0B0F837},POINT (-88.1833608101262 41.77315188367146),f042d8c7-8f6d-4692-b6db-1aa1e80765d8
2115,HYD-263,19780101,,81.2375,Waterous,True,20070504,True,True,Our Agency,Our Agency,20150506135220,Esri,250,{4098830E-7B92-4C02-9CE3-FFC1C5B03180},POINT (-88.17012812442198 41.77298663258892),0fb0ebac-5730-4e95-b262-1c64bfb581d6
2116,HYD-264,19720101,,167.8917,Waterous,True,20070511,True,True,Our Agency,Our Agency,20150506135220,Esri,0,{C7EC90EB-77F2-4224-B4F0-9BD8ADA31782},POINT (-88.17782750056756 41.77296474191547),2835a6e5-8241-4410-9f9a-a40439a0af25
2117,HYD-265,19720101,,177.8679,Waterous,True,20070515,True,True,Our Agency,Our Agency,20150506135220,Esri,250,{D6D7B070-DB6C-4C01-80DC-BEB1A20E0158},POINT (-88.18062352436185 41.772854222571425),8942445b-0930-4f10-b34b-27c4f5732b83
2118,HYD-266,19720101,,163.5563,Waterous,True,20070511,True,True,Our Agency,Our Agency,20150506135220,Esri,250,{9A068BC6-B205-45B4-A0AF-FDD1B6332349},POINT (-88.17791238733054 41.77242562673955),1f8aaf27-3e5b-43f3-aca7-80d32bd30d76
2119,HYD-267,19680101,,156.4828,Waterous,True,20070515,True,True,Our Agency,Our Agency,20150506135220,Esri,1000,{E6E2FC88-0527-42C2-BEA3-5DFF82EE169E},POINT (-88.17963726141453 41.77124331049408),33ed5f81-8472-420f-b4d8-5737a8465f19
2120,HYD-268,20080101,PipeID:WM-2109,0,Clow Corporation,True,20070503,True,True,Our Agency,Our Agency,20160204212416,Esri,250,{21AD0FEC-B016-4CBE-9215-D8DE6DF00CAD},POINT (-88.17254257279964 41.77091823436987),fc81dcda-ecd6-4d5b-98ea-61e57df33f5f
2122,HYD-270,19680101,,176.1831,Waterous,True,20070511,True,True,Our Agency,Our Agency,20150506135220,Esri,250,{F127A5CB-95D5-4FCA-95BC-B3B64744E8F1},POINT (-88.17715169401863 41.77066060541053),f4b67446-033a-432d-abf6-27ae060f121e
2123,HYD-271,19680101,,150.201,Waterous,True,20070517,True,True,Our Agency,Our Agency,20150506135220,Esri,1000,{B13BCA1E-285E-42F3-9AEF-C2EA0757C48A},POINT (-88.18190644271002 41.7703130668196),6e6dc7bd-f0ce-4f35-b165-00561d6a394c
2124,HYD-272,19670101,PipeID:WM-3178,0,Waterous,True,20070503,True,True,Our Agency,Our Agency,20160204212417,Esri,250,{431726A4-CE68-44A3-AF39-A75F35633461},POINT (-88.17110609028933 41.769921240899436),0567c053-cbdd-49f2-8deb-707a928ba960
2125,HYD-273,19680101,,158.9865,Waterous,True,20070517,True,True,Our Agency,Our Agency,20150506135220,Esri,1000,{8132476C-5823-4ABB-A490-C83DDD01BEA1},POINT (-88.18319938664295 41.769824576197564),e15d69de-39f4-4f53-b1ee-2b4abb746da6
2126,HYD-274,19660101,,86.4289,Waterous,True,20070503,True,True,Our Agency,Our Agency,20150506135220,Esri,250,{83DDAD5A-8AE5-4FD5-83C2-4C696993689D},POINT (-88.17374072837436 41.769785198649856),6b80ea7b-303d-4b6b-a148-d90e3712df8d
2127,HYD-275,19680101,,133.2707,Waterous,True,20070511,True,True,Our Agency,Our Agency,20150506135220,Esri,0,{8FA9F11C-48D9-4AF2-A1B1-C4C775024EF6},POINT (-88.17639584842581 41.76966132750158),33d206d5-b1dd-4a7e-b5fb-fb7c5ef1c170
2128,HYD-276,19700101,,90.1415,Waterous,True,20070517,True,True,Our Agency,Our Agency,20150506135220,Esri,0,{E1DB1796-960E-4348-B072-099A05F2E43E},POINT (-88.18151803450633 41.769571807879224),b67aaea5-5f34-4388-9a7c-52f60b2171a1
2129,HYD-277,19660101,,163.6249,Waterous,True,20070503,True,True,Our Agency,Our Agency,20150506135220,Esri,0,{932DC868-64BC-48B3-AC68-814F97D306AB},POINT (-88.17224583337628 41.77000946144415),401c040a-9e2d-4258-9f20-52b47ba23046
2130,HYD-278,19680101,,77.7133,Waterous,True,20070511,True,True,Our Agency,Our Agency,20150506135220,Esri,0,{550071B3-C47A-4993-A214-C3D1BBFD3E94},POINT (-88.17858858184898 41.77121449574705),9fbeaf72-8a99-4a34-a14a-fd36cefe40a9
2131,HYD-279,19790101,,240.8498,Waterous,True,20070521,True,True,Our Agency,Our Agency,20150506135220,Esri,1000,{5B6280C2-6912-40AE-82D5-0B814DE6BCA8},POINT (-88.1795158964763 41.78052993086143),adca4a6c-63aa-446e-9265-b795902c7079
2132,HYD-280,000000,,241.0934,Waterous,True,20070521,True,True,Our Agency,Our Agency,20150506135220,Esri,0,{7EF993C5-A5F9-4D37-9248-13AB74C17A01},POINT (-88.17906061879302 41.77991014872894),9363941e-2044-4da1-9b72-9b3fca62b428
2133,HYD-281,19790101,,156.6223,Waterous,True,20070518,True,True,Our Agency,Our Agency,20150506135220,Esri,0,{1BDC53D2-C9D8-471F-9443-BE933D57A9E7},POINT (-88.1785718958155 41.77963248025811),c03b3072-f2d8-40b9-abef-cf008b255a7f
2134,HYD-282,19830101,PipeID:WM-2087,0,Waterous,True,20070518,True,True,Our Agency,Our Agency,20160204212418,Esri,500,{B54FCCEE-7CAF-4038-BB8C-44B1BDC87051},POINT (-88.17729032425024 41.77993472921193),a4ade063-eaa6-498f-a3d6-7ebdd920b0ff
2135,HYD-283,19790101,,238.9225,Waterous,True,20070521,True,True,Our Agency,Our Agency,20150506135220,Esri,500,{72AB05ED-E310-40AA-B6F3-55325397854F},POINT (-88.17569371335384 41.780936970423156),985a5ed4-7697-4cba-9c17-0d02fc2bcd68
2136,HYD-284,19790101,,39.021,Waterous,True,20070518,True,True,Our Agency,Our Agency,20150506135220,Esri,250,{769AC470-25B5-4481-BCBE-5A78017267A0},POINT (-88.17493720926329 41.78031327298887),c10d04d3-3309-4614-8520-62881707b5bd
2137,HYD-285,19770101,,175.1643,Waterous,True,20070518,True,True,Our Agency,Our Agency,20150506135220,Esri,500,{668361EE-51B5-49EF-8B09-D10B1F19ED43},POINT (-88.18005591510655 41.7782110248612),a7cdb60e-33c3-4400-a894-879f87427bb4
2138,HYD-286,19710101,,154.0628,Waterous,True,20070515,True,True,Our Agency,Our Agency,20150506135220,Esri,500,{E9C69AE7-0574-4557-B644-E62AC0F52436},POINT (-88.1783133515675 41.77739386948362),c23b3ef6-39a7-4a5f-9ec6-ded4a04553d4
2139,HYD-287,000000,,148.3017,Waterous,True,20070510,True,True,Our Agency,Our Agency,20150506135220,Esri,500,{F10BB32E-59E3-4160-9A7E-63DC3F7130A3},POINT (-88.17599514389399 41.77763391986972),3a979df9-9a9b-47e5-a021-f773416d8e6a
2140,HYD-288,000000,,230.7754,Waterous,True,20070524,True,True,Our Agency,Our Agency,20150506135220,Esri,500,{4004B5BC-8D87-4102-9DC8-075CD4D1B3E4},POINT (-88.17108690630565 41.78347488521897),b0d7c03a-fd0d-4582-a900-cefc0d0f1ba4
2141,HYD-289,19690101,,353.5604,Waterous,True,20070508,True,True,Our Agency,Our Agency,20150506135220,Esri,500,{38F97F85-59CE-4669-9E66-78E6F7FE56E8},POINT (-88.17260511025248 41.7778789539309),d37ecf2b-e78a-406f-8ef1-0ba354a7abfc
2142,HYD-290,19690101,,306.1135,Waterous,True,20070508,True,True,Our Agency,Our Agency,20150506135220,Esri,1000,{71ED7A13-2F50-4F21-B8CC-A3E1FDF00A20},POINT (-88.17005679577592 41.77720006721254),1a93427f-3053-4e6b-9a50-31c3d5f1a325
2143,HYD-291,19690101,,331.7111,Waterous,True,20070507,True,True,Our Agency,Our Agency,20150506135220,Esri,250,{6D622571-7490-4EF1-ADCE-57B53C48D4E1},POINT (-88.17165250546994 41.7758070076492),18d59990-fe83-45fd-8e62-db410b9c9aa9
2144,HYD-292,19690101,,251.1056,Waterous,True,20070507,True,True,Our Agency,Our Agency,20150506135220,Esri,0,{CA4B62E6-9A9A-4849-A840-4256F3A6AA34},POINT (-88.174509020543 41.77609261412225),36856bb5-9a26-4fa3-9555-43fe3c22ed00
2145,HYD-293,19780101,,153.8459,Waterous,True,20070507,True,True,Our Agency,Our Agency,20150506135220,Esri,250,{FB51E183-2C3E-4873-B23E-587ACADCA74B},POINT (-88.17425886537623 41.77430338885076),1c1e33ae-3f81-47b0-90d4-38127e48bba4
2146,HYD-294,19780101,,158.0437,Waterous,True,20070507,True,True,Our Agency,Our Agency,20150506135220,Esri,250,{EA0A6C85-97B5-4B6A-A193-9D9CA2F71BC3},POINT (-88.17316753323429 41.774692440680724),544756ed-9318-4e4e-91d7-f864a13cfeb0
2147,HYD-295,19780101,,159.7316,Waterous,True,20070504,True,True,Our Agency,Our Agency,20150506135221,Esri,250,{805DF763-87B4-4750-AE9B-EEADF7D49D8E},POINT (-88.16932583204616 41.774837104327965),63c3bb3f-0a0f-465e-b5ec-8cbeb4921874
2148,HYD-296,19780101,,118.4931,Waterous,True,20070504,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{3D6777F8-E3CC-40ED-B5E0-84D8AEDC13E6},POINT (-88.17021299386884 41.774418556387225),a8ab0bf3-f132-4d07-a04f-ec0cfb3c74ad
2149,HYD-297,19780101,,266.0838,Waterous,True,20070511,True,True,Our Agency,Our Agency,20150506135221,Esri,500,{06408625-DE1F-49D2-B254-FE83AAB61382},POINT (-88.17535978906771 41.77348125651474),6303d354-b647-43c2-bf1b-3b75f5e85ad4
2150,HYD-298,19780101,,86.7034,Waterous,True,20070601,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{A3E1EAB9-17A8-4FB6-B0A1-F0380862F8A2},POINT (-88.17286066794524 41.77369639431717),b818a7be-9eb0-4723-bcbd-118cae10b055
2151,HYD-299,19780101,PipeID:WM-3404,0,Waterous,True,20070507,True,True,Our Agency,Our Agency,20160204212419,Esri,1000,{F3242CFA-6863-44B7-A584-B0FE084CD13C},POINT (-88.17135055827536 41.77202258310295),33319a07-7fb1-430a-8e96-210220ef1537
2152,HYD-300,19780101,,176.9098,Waterous,True,20070507,True,True,Our Agency,Our Agency,20150506135221,Esri,250,{D31EC26E-0398-4E92-B6D2-317F4D8C736A},POINT (-88.17404929100363 41.77265431364798),42a6f554-ece0-48cd-ada1-bc5dbe28d0bf
2153,HYD-301,19780101,,78.688,Waterous,True,20070507,True,True,Our Agency,Our Agency,20170111105803,Esri,1000,{885C4E3C-4807-4D94-851E-C22CA7747E28},POINT (-88.16876629731577 41.77225807076779),f6273d48-cd84-4383-ade0-e8d01b31cf85
2154,HYD-302,19830101,,170.3143,Waterous,True,20070504,True,True,Our Agency,Our Agency,20150506135221,Esri,1000,{87044E20-F62C-4763-B762-391E1D98D75E},POINT (-88.16842016756372 41.772259637196846),6c75ef6c-50f3-47a9-9d19-28f34c786f84
2155,HYD-303,19780101,,85.4793,Waterous,True,20070503,True,True,Our Agency,Our Agency,20150506135221,Esri,500,{01AA970B-367E-4308-9B94-5A4C62948E91},POINT (-88.16745217063492 41.77191808509076),8b97d479-6d07-49ad-94aa-c8e72cad195d
2156,HYD-304,19780101,,84.9066,Waterous,True,20070503,True,True,Our Agency,Our Agency,20150506135221,Esri,500,{B450DB23-778F-4A4A-A8A1-D22B8045D27C},POINT (-88.16729026671516 41.770404800237756),33630497-e79a-476c-a586-5dc7a42c3fc1
2161,HYD-305,19890101,,166.2307,Clow Corporation,True,20070521,True,True,Our Agency,Our Agency,20150506135221,Esri,1000,{095C22ED-BAF0-4CD1-ADB8-FE01DFF21A33},POINT (-88.18307583411801 41.77986176624546),31b90931-9617-4278-a400-67d445095940
2171,HYD-306,000000,,166.9238,Waterous,True,20080925,True,True,Our Agency,Our Agency,20150506135221,Esri,250,{142DE0FA-FA34-4189-B4C4-17E456CC2301},POINT (-88.16025174361256 41.795412711752185),77ea2a27-d20f-47ba-baa0-da81df3918f5
2172,HYD-307,000000,PipeID:WM-2450,0,Waterous,True,20080925,True,True,Our Agency,Our Agency,20160204212419,Esri,250,{12F2A8D0-995F-4045-A05A-6A2A0DD85E02},POINT (-88.15899912148295 41.794868868052625),87faa54b-da90-47e4-9763-50f66e022e37
2173,HYD-308,19850101,,183.9249,Waterous,True,20081015,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{C9010B2B-7F09-4E97-B314-351A85A1FAE2},POINT (-88.14717999035774 41.794756819259426),9546ece4-babd-43e3-9b93-43c0305c3a9b
2174,HYD-309,19670101,,109.2456,Clow Corporation,True,20081001,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{F8E43DD6-BA22-4D6B-BEB7-167F637635B2},POINT (-88.15859662702856 41.79380766653504),96e55c72-054f-44b2-a530-6315e2a023c0
2175,HYD-310,000000,,134.3223,Waterous,True,20081001,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{123C8415-107A-41A0-B1E6-F24C8F5CB3D9},POINT (-88.1577622489003 41.79377453333618),0a891138-a7ed-4f90-88e1-e828f759f9fe
2176,HYD-311,000000,,85.2415,Waterous,True,20081009,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{06E63A61-DA80-4D28-A968-493C4C839E1D},POINT (-88.14948215812369 41.792902772287434),49a41174-5cdd-4236-b270-dd73ef30aa48
2177,HYD-312,000000,,62.8967,Waterous,True,20081009,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{9FE7B15A-BA68-469B-BF11-E23AA775886C},POINT (-88.15060700571317 41.7928542088227),cb67796b-4da1-4359-aac1-c3039eb0835b
2178,HYD-313,000000,,270.3611,Waterous,True,20081007,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{11DE50CB-DC81-4685-9804-857143922B7E},POINT (-88.15705310360788 41.79272641210323),638f0286-7a60-444b-9277-76836ca557be
2179,HYD-314,000000,,145.4102,Waterous,True,20081001,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{2C315A03-25D0-41DE-A098-D49C5F2C022F},POINT (-88.1600096712884 41.792594713989864),a8c59793-ceda-45e8-85a2-2d4b80c1f1ae
2180,HYD-315,000000,,234.9893,Waterous,True,20081007,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{9A9D34FC-03E2-4034-A890-508EA55571FC},POINT (-88.15676261556942 41.79217057370208),c358bedc-611b-432b-8240-699654f89d81
2181,HYD-316,19860101,,143.3529,Waterous,True,20081008,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{E2B63A1D-4816-4E6A-BE84-8FA99F7127F4},POINT (-88.15458021717426 41.792053611839),d1853a11-ba43-462a-bd1a-588d283ee1ab
2182,HYD-317,000000,,143.6494,Waterous,True,20081002,True,True,Our Agency,Our Agency,20150506135221,Esri,500,{47CBD4AC-8215-4CB5-BF1E-B41EC7A8DD0C},POINT (-88.16132444544378 41.79190765171212),bffb404e-bf8c-4e66-a07c-56aaa5ad961b
2183,HYD-318,000000,,114.6273,Waterous,True,20081007,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{9E20AD3E-568D-4E2F-9E1B-67AC970ECDC7},POINT (-88.15747621675736 41.79177380132233),e0c920b9-f2ee-4f90-9faf-e5736bc7f45e
2184,HYD-319,000000,,142.2461,Waterous,True,20081002,True,True,Our Agency,Our Agency,20150506135221,Esri,500,{F2E05E6D-FCA3-4D53-AC62-78E0AC52FEE1},POINT (-88.1624652091327 41.79126924485736),34f7d4c5-1117-4385-a6bd-12d759a28ac6
2185,HYD-320,000000,,91.6375,Clow Corporation,True,20081010,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{98FE314C-4A3A-40B7-99C2-B5EBAF0A47D6},POINT (-88.14958354188816 41.79086679637493),871eb273-2271-464d-85f5-6b089208fc43
2186,HYD-321,000000,,92.7919,Clow Corporation,True,20081009,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{59395546-5926-46F6-87E3-6A054285B5E3},POINT (-88.15067932240031 41.79086602187683),85e73944-38d4-4dec-b73e-630f9b3a9ecb
2187,HYD-322,000000,,91.441,Clow Corporation,True,20081015,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{0A2C6A30-FE19-4427-9877-5E74627E1C9F},POINT (-88.14838880080238 41.79083889030903),aa322bba-641e-4e69-abd9-c91f25144550
2188,HYD-323,000000,,89.8801,Waterous,True,20081007,True,True,Our Agency,Our Agency,20150506135221,Esri,250,{94FEB6A0-ACED-4AB6-BFEB-80033241392A},POINT (-88.15762838953064 41.79066429103667),6e5fadbf-4872-438f-9df4-7721e4505458
2189,HYD-324,000000,,312.3811,Waterous,True,20081007,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{84881117-EEED-44D7-BB6F-E0C6BA7E9529},POINT (-88.15863795862272 41.790176438251585),21946a5f-955d-41e5-a8d1-40986fc42456
2190,HYD-325,000000,,92.7849,Clow Corporation,True,20081009,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{A57DE938-90B4-43C9-9BA1-FDA04443FCE3},POINT (-88.15073605275207 41.78960057474043),31a7c547-1699-4f56-8a7b-746cc2f053da
2191,HYD-326,000000,,91.6317,Clow Corporation,True,20081010,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{A8D5C39F-C18E-484B-86EC-5893E06EA368},POINT (-88.14963659975841 41.78959777578351),60c9dc08-1fa0-4239-8b81-fff19db7682c
2192,HYD-327,000000,,91.4431,Clow Corporation,True,20081016,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{88633AA4-97E0-41CF-9F9D-5FE33553F7CE},POINT (-88.14844238930334 41.78958389515898),ab7d3fa1-6b48-4cde-a3b1-22c804f02970
2193,HYD-328,19780101,,91.3455,Waterous,True,20070522,True,True,Our Agency,Our Agency,20150506135221,Esri,500,{E825E104-D001-4A91-A66B-86B653DAF349},POINT (-88.15460637709347 41.78906787383574),a29da0a8-439e-41ff-a850-4884428e11de
2194,HYD-329,000000,,131.4849,Clow Corporation,True,20080925,True,True,Our Agency,Our Agency,20150506135221,Esri,500,{C7F17D2B-2A4A-4B63-BC3C-82F99E1B9E70},POINT (-88.16637284524694 41.78875517254566),19e66579-2d13-41d4-94bf-4b0fecdd0ba7
2195,HYD-330,19830101,,0.5581,Waterous,True,20081030,True,True,Our Agency,Our Agency,20150506135221,Esri,1000,{FD997651-BBAF-49DE-AB7B-49B5A659A97B},POINT (-88.15252830111152 41.788546276699805),1e66bd59-2a06-42c8-87ec-8180f8320f55
2196,HYD-331,000000,,187.6016,Waterous,True,20081006,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{0866CDF5-046F-4A7C-BEC6-9B5597A2DA4B},POINT (-88.16021727574764 41.78846564232302),8addc6ec-4aed-4463-ad65-5290d37447fd
2197,HYD-332,000000,,185.9919,Waterous,True,20081006,True,True,Our Agency,Our Agency,20150506135221,Esri,250,{4574936A-6EF9-4709-B658-7571C5B0903B},POINT (-88.15870329248652 41.78833069166028),0e7117f8-f98f-4067-bf56-bf6117e9c5b6
2198,HYD-333,19720101,,180.7898,Waterous,True,20081008,True,True,Our Agency,Our Agency,20150506135221,Esri,1000,{6A3B9636-5A0E-4550-9494-80F88EBDCFEA},POINT (-88.15561829294502 41.78806099520888),bd6fb428-d3b9-4ea2-9b51-36e99c6759c5
2199,HYD-334,19760101,,186.7582,Waterous,True,20081006,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{E41BDF65-DD7D-41A9-9880-61181AC06B6D},POINT (-88.16413388028803 41.78784764452309),807a5000-3c1d-4247-9ca3-7cdfe4b8ccff
2200,HYD-335,19760101,,186.7514,Waterous,True,20081006,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{2A03381D-8040-4C89-9AC0-7EA2100DE793},POINT (-88.16306015521111 41.78775047392614),90e20aac-45a2-4925-9dce-d074f895ee47
2201,HYD-336,19760101,,186.5759,Waterous,True,20081006,True,True,Our Agency,Our Agency,20150506135221,Esri,500,{007C5B10-D5EB-44D8-8012-34B12B334190},POINT (-88.16190385760757 41.78764018959138),3ca63984-13a6-4d33-ac3c-d53c6338ef2e
2202,HYD-337,000000,,91.8528,Waterous,True,20081021,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{2E66B20E-953D-4EB1-9775-6D89937E5715},POINT (-88.14742566316443 41.78700721516675),366250e7-c35e-4efd-a90b-fe75c0952635
2203,HYD-338,19990101,,178.2556,Waterous,True,20081021,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{D74E5211-3344-4F36-B6A5-6F03739AA6DB},POINT (-88.1471339557629 41.786734123042784),4ffad154-98d8-4157-8b05-d61163da989e
2204,HYD-339,19760101,,119.459,Waterous,True,20081007,True,True,Our Agency,Our Agency,20150506135221,Esri,250,{F1064BB0-7E99-4D6B-94C6-1E989ADD1EF9},POINT (-88.16190410401171 41.78665265035842),ca191b8d-b7a6-47a6-aaef-22ad478107a0
2205,HYD-340,19770101,,96.8654,Clow Corporation,True,20081006,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{0ED562C5-0FB5-4455-8F01-BFE7D5208470},POINT (-88.15805126028717 41.78660512015497),63a199b7-17f6-4995-aa53-c92e5205b2b9
2206,HYD-341,19770101,,186.9522,Clow Corporation,True,20081007,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{086A337D-527F-49BE-8D97-B22BFEEB4A94},POINT (-88.1606054160165 41.78658141057722),c8d25768-e850-4d0a-a220-8290b340a08d
2207,HYD-342,19770101,,90.2315,Waterous,True,20081004,True,True,Our Agency,Our Agency,20150506135221,Esri,250,{A4A3A563-5869-42E8-B339-74DEC48D8BB7},POINT (-88.16659423360528 41.78649975684412),601c9d62-dc57-4acf-a018-622a2bed798b
2208,HYD-343,19760101,,162.8721,Waterous,True,20081007,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{1E077D9E-38F6-4E50-87EA-91EA6B212D97},POINT (-88.1629123234171 41.78619505480708),e3036e65-5cd8-4f99-8a46-ad967abc4d87
2209,HYD-344,19690101,,180.6474,Waterous,True,20081007,True,True,Our Agency,Our Agency,20150506135221,Esri,500,{0A516AB5-68D4-487A-BB32-8E1A85940A2F},POINT (-88.15592647349386 41.785954555930736),00663bea-36b0-4e24-909d-15cee6cdba78
2210,HYD-345,19800101,,181.253,Waterous,True,20081008,True,True,Our Agency,Our Agency,20150506135221,Esri,250,{4C43B147-B2EC-471B-92CD-600E819DD41B},POINT (-88.15358388703706 41.78590966452371),615ea3b2-bd12-470b-b007-ff0e9210e2de
2211,HYD-346,20000101,,269.7439,Mueller Company,True,20081021,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{11DADAC4-DBD9-4BDB-8D6E-1C1436EC4386},POINT (-88.14776817626289 41.78582276005965),0523838e-a316-43c0-a5e6-bc23680325d1
2212,HYD-347,19770101,,71.156,Clow Corporation,True,20081006,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{29BE1124-B4DE-46FB-A31C-2364146C9CED},POINT (-88.16648421758421 41.78545851634951),97069a6c-3331-4184-a38a-0abe35e36b0c
2213,HYD-348,19690101,,0.2395,Waterous,True,20081009,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{A7A49ECC-D941-4F2D-AC82-95A30735317D},POINT (-88.15599524392718 41.7853102152193),4035eb0b-d3df-432a-bc11-c468344df00d
2214,HYD-349,19970101,,270.5756,Clow Corporation,True,20081030,True,True,Our Agency,Our Agency,20150506135221,Esri,500,{753E7AA1-33C0-4F00-AB0B-15A325348C92},POINT (-88.15562848135491 41.794458742033484),ad9bb721-b5f9-4178-888f-86a9be7e1d4c
2215,HYD-350,19670101,,89.3732,Waterous,True,20081008,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{08C2E42C-2824-490D-93B2-40663A5D249F},POINT (-88.15465103370042 41.787780110791935),719eb8ac-56a6-4064-b0db-3282c844c365
2216,HYD-351,000000,,167.3541,Waterous,True,20080925,True,True,Our Agency,Our Agency,20150506135221,Esri,500,{8EFF4FA7-81D2-49B6-B0FA-68F0D419B7CE},POINT (-88.16583164138446 41.79445812177462),12b1de6f-f0ef-4bb9-a177-afbe2efa2895
2217,HYD-352,000000,,172.7055,Waterous,True,20080925,True,True,Our Agency,Our Agency,20150506135221,Esri,500,{C87DEAE4-60A8-4965-B70C-D5DACA8C087C},POINT (-88.1637108830948 41.794779493824244),fbae1a49-1ff2-45b9-9580-eb5dc7b1090b
2218,HYD-353,19870101,,162.6604,Waterous,True,20081105,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{A04AA286-0CF9-4BE2-948C-0342594DF660},POINT (-88.16355183091942 41.78401875077842),3168b0b6-8d3c-4a81-bfd7-e87ea7571eca
2219,HYD-354,19850101,,101.965,Clow Corporation,True,20080906,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{0B16BDEC-933E-482D-8BE2-688BAD732A75},POINT (-88.16049011367032 41.782304284973634),eb81ad67-c349-4737-9d03-2a5a2fcf6819
2220,HYD-355,19790101,,75.1817,Waterous,True,20080906,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{41B027C7-34F3-4CEB-91A5-030324A73DE7},POINT (-88.16600575206245 41.78200470930173),65e38139-7e35-463b-8a7e-bf628a855fe0
2221,HYD-356,000000,,171.694,Waterous,True,20081105,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{92DDE4EC-C917-49AD-AF58-A52183EFBF5F},POINT (-88.14736114751904 41.78119373156072),cdaa626b-7b00-41ae-b8e2-2bed006ac442
2222,HYD-357,000000,,3.2988,Waterous,True,20080920,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{AB71B1CE-421F-4CB7-B630-F9E5D90B9D0F},POINT (-88.14769029299016 41.780670292270216),2dea87c7-f235-41a5-bff4-7c7c07a43f31
2223,HYD-358,000000,,182.2874,Waterous,True,20080920,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{8B15371F-2987-4BE7-B239-66FF9BC3B133},POINT (-88.15604885656717 41.778591597848475),594b2aba-896c-4656-9992-a27badbf6613
2224,HYD-359,000000,,182.6074,Waterous,True,20080920,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{68EF3D34-7CFA-46D8-8CC3-25B31EAAF3EE},POINT (-88.15625864999338 41.77740292032057),af32f218-1661-4669-a2a0-ed23fb4cdebd
2225,HYD-360,20000101,,148.3842,Waterous,True,20080920,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{8C1A702A-604A-4164-9732-5318CC990E98},POINT (-88.16230576960567 41.77669645254605),b19f011a-fe81-418b-aca8-a032026b09a0
2226,HYD-361,000000,,167.5986,Waterous,True,20080920,True,True,Our Agency,Our Agency,20150506135221,Esri,250,{FCAC2017-E5A6-4974-A0EA-67B71A9CEB29},POINT (-88.16151481523217 41.775573726152466),82a86b14-e61a-4de2-9704-9c56bd271a49
2227,HYD-362,000000,,169.626,Waterous,True,20080920,True,True,Our Agency,Our Agency,20150506135221,Esri,250,{2ADE10D5-E7DE-4222-908C-0E733CFABB9C},POINT (-88.16286815212476 41.77538633164784),ee46c0b3-fe01-41db-83eb-27ea37c30298
2228,HYD-363,20080101,,91.0047,Clow Corporation,True,20080920,True,True,Our Agency,Our Agency,20150506135221,Esri,250,{8E6F27E3-C645-4B8E-B135-1CBE87BCA217},POINT (-88.14802773751914 41.78306832759643),dc2a0286-a045-4713-a073-7da52a4490b9
2229,HYD-364,19420101,,91.863,Waterous,True,20080920,True,True,Our Agency,Our Agency,20150506135221,Esri,0,{6891BCC6-3C28-4722-9751-2FD7CA14385E},POINT (-88.14889996575268 41.782085086394154),c474538b-41fa-440a-95ab-b493ffd8b4ae
